absEta_0_1-lowR9	runNumber	274388	274419	0.9921	0.0002 0 0
absEta_0_1-highR9	runNumber	274420	274421	0.9919	0.0003 0 0
absEta_0_1-lowR9	runNumber	274420	274421	0.9921	0.0003 0 0
absEta_0_1-highR9	runNumber	274422	274439	0.9913	0.0002 0 0
absEta_0_1-lowR9	runNumber	274422	274439	0.9915	0.0002 0 0
absEta_0_1-highR9	runNumber	274440	274441	0.9919	0.0003 0 0
absEta_0_1-lowR9	runNumber	274440	274441	0.9921	0.0003 0 0
absEta_0_1-highR9	runNumber	274442	999999	0.9916	0.0003 0 0
absEta_0_1-lowR9	runNumber	274442	999999	0.9918	0.0003 0 0
absEta_1_1.4442-highR9	runNumber	273158	273301	0.9902	0.0016 0 0
absEta_1_1.4442-lowR9	runNumber	273158	273301	0.9946	0.0015 0 0
absEta_1_1.4442-highR9	runNumber	273302	273410	0.9856	0.0018 0 0
absEta_1_1.4442-lowR9	runNumber	273302	273410	0.9900	0.0018 0 0
absEta_1_1.4442-highR9	runNumber	273411	273447	0.9875	0.0015 0 0
absEta_1_1.4442-lowR9	runNumber	273411	273447	0.9920	0.0014 0 0
absEta_1_1.4442-highR9	runNumber	273448	273491	0.9858	0.0014 0 0
absEta_1_1.4442-lowR9	runNumber	273448	273491	0.9903	0.0013 0 0
absEta_1_1.4442-highR9	runNumber	273492	273502	0.9833	0.0013 0 0
absEta_1_1.4442-lowR9	runNumber	273492	273502	0.9877	0.0012 0 0
absEta_1_1.4442-highR9	runNumber	273503	273554	0.9855	0.0015 0 0
absEta_1_1.4442-lowR9	runNumber	273503	273554	0.9900	0.0014 0 0
absEta_1_1.4442-highR9	runNumber	273555	273727	0.9845	0.0009 0 0
absEta_1_1.4442-lowR9	runNumber	273555	273727	0.9890	0.0008 0 0
absEta_1_1.4442-highR9	runNumber	273728	274093	0.9846	0.0012 0 0
absEta_1_1.4442-lowR9	runNumber	273728	274093	0.9891	0.0011 0 0
absEta_1_1.4442-highR9	runNumber	274094	274171	0.9840	0.0013 0 0
absEta_1_1.4442-lowR9	runNumber	274094	274171	0.9884	0.0012 0 0
absEta_1_1.4442-highR9	runNumber	274172	274199	0.9846	0.0013 0 0
absEta_1_1.4442-lowR9	runNumber	274172	274199	0.9890	0.0012 0 0
absEta_1_1.4442-highR9	runNumber	274200	274239	0.9850	0.0014 0 0
absEta_1_1.4442-lowR9	runNumber	274200	274239	0.9894	0.0013 0 0
absEta_1_1.4442-highR9	runNumber	274240	274243	0.9841	0.0010 0 0
absEta_1_1.4442-lowR9	runNumber	274240	274243	0.9885	0.0009 0 0
absEta_1_1.4442-highR9	runNumber	274244	274249	0.9832	0.0014 0 0
absEta_1_1.4442-lowR9	runNumber	274244	274249	0.9876	0.0013 0 0
absEta_1_1.4442-highR9	runNumber	274250	274282	0.9859	0.0011 0 0
absEta_1_1.4442-lowR9	runNumber	274250	274282	0.9903	0.0010 0 0
absEta_1_1.4442-highR9	runNumber	274283	274314	0.9860	0.0014 0 0
absEta_1_1.4442-lowR9	runNumber	274283	274314	0.9904	0.0013 0 0
absEta_1_1.4442-highR9	runNumber	274315	274315	0.9857	0.0014 0 0
absEta_1_1.4442-lowR9	runNumber	274315	274315	0.9901	0.0013 0 0
absEta_1_1.4442-highR9	runNumber	274316	274316	0.9867	0.0010 0 0
absEta_1_1.4442-lowR9	runNumber	274316	274316	0.9911	0.0010 0 0
absEta_1_1.4442-highR9	runNumber	274317	274335	0.9868	0.0009 0 0
absEta_1_1.4442-lowR9	runNumber	274317	274335	0.9913	0.0009 0 0
absEta_1_1.4442-highR9	runNumber	274336	274338	0.9861	0.0012 0 0
absEta_1_1.4442-lowR9	runNumber	274336	274338	0.9906	0.0011 0 0
absEta_1_1.4442-highR9	runNumber	274339	274344	0.9841	0.0013 0 0
absEta_1_1.4442-lowR9	runNumber	274339	274344	0.9886	0.0012 0 0
absEta_1_1.4442-highR9	runNumber	274345	274387	0.9847	0.0013 0 0
absEta_1_1.4442-lowR9	runNumber	274345	274387	0.9891	0.0012 0 0
absEta_1_1.4442-highR9	runNumber	274388	274419	0.9853	0.0008 0 0
absEta_1_1.4442-lowR9	runNumber	274388	274419	0.9897	0.0007 0 0
absEta_1_1.4442-highR9	runNumber	274420	274421	0.9846	0.0013 0 0
absEta_1_1.4442-lowR9	runNumber	274420	274421	0.9891	0.0012 0 0
absEta_1_1.4442-highR9	runNumber	274422	274439	0.9855	0.0007 0 0
absEta_1_1.4442-lowR9	runNumber	274422	274439	0.9899	0.0007 0 0
absEta_1_1.4442-highR9	runNumber	274440	274441	0.9857	0.0010 0 0
absEta_1_1.4442-lowR9	runNumber	274440	274441	0.9901	0.0010 0 0
absEta_1_1.4442-highR9	runNumber	274442	999999	0.9845	0.0011 0 0
absEta_1_1.4442-lowR9	runNumber	274442	999999	0.9889	0.0011 0 0
absEta_1.566_2-highR9	runNumber	273158	273301	0.9920	0.0021 0 0
absEta_1.566_2-lowR9	runNumber	273158	273301	0.9978	0.0021 0 0
absEta_1.566_2-highR9	runNumber	273302	273410	0.9891	0.0025 0 0
absEta_1.566_2-lowR9	runNumber	273302	273410	0.9949	0.0025 0 0
absEta_1.566_2-highR9	runNumber	273411	273447	0.9893	0.0022 0 0
absEta_1.566_2-lowR9	runNumber	273411	273447	0.9950	0.0022 0 0
absEta_1.566_2-highR9	runNumber	273448	273491	0.9889	0.0019 0 0
absEta_1.566_2-lowR9	runNumber	273448	273491	0.9946	0.0019 0 0
absEta_1.566_2-highR9	runNumber	273492	273502	0.9888	0.0018 0 0
absEta_1.566_2-lowR9	runNumber	273492	273502	0.9946	0.0018 0 0
absEta_1.566_2-highR9	runNumber	273503	273554	0.9868	0.0021 0 0
absEta_1.566_2-lowR9	runNumber	273503	273554	0.9926	0.0021 0 0
absEta_1.566_2-highR9	runNumber	273555	273727	0.9893	0.0013 0 0
absEta_1.566_2-lowR9	runNumber	273555	273727	0.9950	0.0012 0 0
absEta_1.566_2-highR9	runNumber	273728	274093	0.9892	0.0014 0 0
absEta_1.566_2-lowR9	runNumber	273728	274093	0.9949	0.0013 0 0
absEta_1.566_2-highR9	runNumber	274094	274171	0.9936	0.0016 0 0
absEta_1.566_2-lowR9	runNumber	274094	274171	0.9993	0.0016 0 0
absEta_1.566_2-highR9	runNumber	274172	274199	0.9960	0.0015 0 0
absEta_1.566_2-lowR9	runNumber	274172	274199	1.0018	0.0014 0 0
absEta_1.566_2-highR9	runNumber	274200	274239	1.0005	0.0018 0 0
absEta_1.566_2-lowR9	runNumber	274200	274239	1.0063	0.0018 0 0
absEta_1.566_2-highR9	runNumber	274240	274243	0.9956	0.0011 0 0
absEta_1.566_2-lowR9	runNumber	274240	274243	1.0013	0.0011 0 0
absEta_1.566_2-highR9	runNumber	274244	274249	0.9928	0.0018 0 0
absEta_1.566_2-lowR9	runNumber	274244	274249	0.9986	0.0018 0 0
absEta_1.566_2-highR9	runNumber	274250	274282	0.9979	0.0014 0 0
absEta_1.566_2-lowR9	runNumber	274250	274282	1.0037	0.0013 0 0
absEta_1.566_2-highR9	runNumber	274283	274314	1.0010	0.0018 0 0
absEta_1.566_2-lowR9	runNumber	274283	274314	1.0068	0.0018 0 0
absEta_1.566_2-highR9	runNumber	274315	274315	0.9986	0.0018 0 0
absEta_1.566_2-lowR9	runNumber	274315	274315	1.0044	0.0018 0 0
absEta_1.566_2-highR9	runNumber	274316	274316	0.9978	0.0013 0 0
absEta_1.566_2-lowR9	runNumber	274316	274316	1.0036	0.0012 0 0
absEta_1.566_2-highR9	runNumber	274317	274335	0.9993	0.0011 0 0
absEta_1.566_2-lowR9	runNumber	274317	274335	1.0050	0.0010 0 0
absEta_1.566_2-highR9	runNumber	274336	274338	0.9972	0.0016 0 0
absEta_1.566_2-lowR9	runNumber	274336	274338	1.0030	0.0016 0 0
absEta_1.566_2-highR9	runNumber	274339	274344	0.9957	0.0016 0 0
absEta_1.566_2-lowR9	runNumber	274339	274344	1.0015	0.0016 0 0
absEta_1.566_2-highR9	runNumber	274345	274387	0.9980	0.0014 0 0
absEta_1.566_2-lowR9	runNumber	274345	274387	1.0038	0.0013 0 0
absEta_1.566_2-highR9	runNumber	274388	274419	0.9966	0.0009 0 0
absEta_1.566_2-lowR9	runNumber	274388	274419	1.0024	0.0009 0 0
absEta_1.566_2-highR9	runNumber	274420	274421	0.9982	0.0015 0 0
absEta_1.566_2-lowR9	runNumber	274420	274421	1.0040	0.0014 0 0
absEta_1.566_2-highR9	runNumber	274422	274439	0.9981	0.0009 0 0
absEta_1.566_2-lowR9	runNumber	274422	274439	1.0039	0.0009 0 0
absEta_1.566_2-highR9	runNumber	274440	274441	0.9994	0.0013 0 0
absEta_1.566_2-lowR9	runNumber	274440	274441	1.0052	0.0012 0 0
absEta_1.566_2-highR9	runNumber	274442	999999	0.9959	0.0014 0 0
absEta_1.566_2-lowR9	runNumber	274442	999999	1.0016	0.0013 0 0
absEta_2_2.5-lowR9	runNumber	273158	273301	1.0051	0.0019 0 0
absEta_2_2.5-highR9	runNumber	273158	273301	0.9994	0.0019 0 0
absEta_2_2.5-lowR9	runNumber	273302	273410	0.9936	0.0019 0 0
absEta_2_2.5-highR9	runNumber	273302	273410	0.9880	0.0019 0 0
absEta_2_2.5-lowR9	runNumber	273411	273447	0.9939	0.0017 0 0
absEta_2_2.5-highR9	runNumber	273411	273447	0.9882	0.0017 0 0
absEta_2_2.5-lowR9	runNumber	273448	273491	0.9941	0.0017 0 0
absEta_2_2.5-highR9	runNumber	273448	273491	0.9884	0.0017 0 0
absEta_2_2.5-lowR9	runNumber	273492	273502	0.9944	0.0015 0 0
absEta_2_2.5-highR9	runNumber	273492	273502	0.9887	0.0014 0 0
absEta_2_2.5-lowR9	runNumber	273503	273554	0.9964	0.0019 0 0
absEta_2_2.5-highR9	runNumber	273503	273554	0.9907	0.0019 0 0
absEta_2_2.5-lowR9	runNumber	273555	273727	0.9960	0.0010 0 0
absEta_2_2.5-highR9	runNumber	273555	273727	0.9903	0.0010 0 0
absEta_2_2.5-lowR9	runNumber	273728	274093	0.9946	0.0012 0 0
absEta_2_2.5-highR9	runNumber	273728	274093	0.9889	0.0012 0 0
absEta_2_2.5-lowR9	runNumber	274094	274171	1.0007	0.0013 0 0
absEta_2_2.5-highR9	runNumber	274094	274171	0.9950	0.0013 0 0
absEta_2_2.5-lowR9	runNumber	274172	274199	1.0021	0.0012 0 0
absEta_2_2.5-highR9	runNumber	274172	274199	0.9964	0.0012 0 0
absEta_2_2.5-lowR9	runNumber	274200	274239	1.0004	0.0016 0 0
absEta_2_2.5-highR9	runNumber	274200	274239	0.9947	0.0016 0 0
absEta_2_2.5-lowR9	runNumber	274240	274243	1.0004	0.0011 0 0
absEta_2_2.5-highR9	runNumber	274240	274243	0.9947	0.0011 0 0
absEta_2_2.5-lowR9	runNumber	274244	274249	1.0014	0.0017 0 0
absEta_2_2.5-highR9	runNumber	274244	274249	0.9956	0.0017 0 0
absEta_2_2.5-lowR9	runNumber	274250	274282	0.9992	0.0011 0 0
absEta_2_2.5-highR9	runNumber	274250	274282	0.9935	0.0011 0 0
absEta_2_2.5-lowR9	runNumber	274283	274314	0.9984	0.0017 0 0
absEta_2_2.5-highR9	runNumber	274283	274314	0.9927	0.0017 0 0
absEta_2_2.5-lowR9	runNumber	274315	274315	0.9984	0.0015 0 0
absEta_2_2.5-highR9	runNumber	274315	274315	0.9927	0.0014 0 0
absEta_2_2.5-lowR9	runNumber	274316	274316	0.9993	0.0011 0 0
absEta_2_2.5-highR9	runNumber	274316	274316	0.9936	0.0011 0 0
absEta_2_2.5-lowR9	runNumber	274317	274335	0.9990	0.0010 0 0
absEta_2_2.5-highR9	runNumber	274317	274335	0.9933	0.0010 0 0
absEta_2_2.5-lowR9	runNumber	274336	274338	0.9978	0.0012 0 0
absEta_2_2.5-highR9	runNumber	274336	274338	0.9921	0.0012 0 0
absEta_2_2.5-lowR9	runNumber	274339	274344	0.9945	0.0013 0 0
absEta_2_2.5-highR9	runNumber	274339	274344	0.9888	0.0013 0 0
absEta_2_2.5-lowR9	runNumber	274345	274387	0.9990	0.0015 0 0
absEta_2_2.5-highR9	runNumber	274345	274387	0.9933	0.0014 0 0
absEta_2_2.5-lowR9	runNumber	274388	274419	0.9975	0.0008 0 0
absEta_2_2.5-highR9	runNumber	274388	274419	0.9918	0.0008 0 0
absEta_2_2.5-lowR9	runNumber	274420	274421	0.9978	0.0015 0 0
absEta_2_2.5-highR9	runNumber	274420	274421	0.9921	0.0014 0 0
absEta_2_2.5-lowR9	runNumber	274422	274439	0.9955	0.0008 0 0
absEta_2_2.5-highR9	runNumber	274422	274439	0.9898	0.0008 0 0
absEta_2_2.5-lowR9	runNumber	274440	274441	0.9985	0.0011 0 0
absEta_2_2.5-highR9	runNumber	274440	274441	0.9928	0.0011 0 0
absEta_2_2.5-lowR9	runNumber	274442	999999	0.9963	0.0012 0 0
absEta_2_2.5-highR9	runNumber	274442	999999	0.9906	0.0012 0 0
